1,Three Men and a Baby,BV,"$167,780,960 ","1,813","$10,384,392 ","1,006",25-Nov
2,Fatal Attraction,Par.,"$156,645,693 ","1,401","$7,602,740 ",758,18-Sep
3,Beverly Hills Cop II,Par.,"$153,665,036 ","2,326","$26,348,555 ","2,326",20-May
4,Platoon,Orion,"$138,530,565 ","1,564","$241,080 ",6,6-Feb
5,The Untouchables,Par.,"$76,270,454 ","1,501","$10,023,094 ","1,012",5-Jun
6,The Secret of My Success,Uni.,"$66,995,879 ","1,346","$7,766,452 ","1,336",10-Apr
7,Stakeout,BV,"$65,673,233 ","1,364","$5,170,403 ",951,7-Aug
8,Lethal Weapon,WB,"$65,207,127 ","1,420","$6,829,949 ","1,256",6-Mar
9,The Witches of Eastwick,WB,"$63,766,510 ","1,337","$9,454,238 ","1,103",12-Jun
10,Dirty Dancing,Vest,"$63,446,382 ","1,012","$3,900,000 ",975,21-Aug
11,Predator,Fox,"$59,735,548 ","1,636","$12,031,638 ","1,623",12-Jun
12,Throw Momma From the Train,Orion,"$57,915,972 ","1,623","$7,318,878 ","1,477",11-Dec
13,Dragnet,Uni.,"$57,387,516 ","1,343","$10,542,669 ","1,337",26-Jun
14,La Bamba,Col.,"$54,215,416 ","1,251","$5,651,990 ","1,251",24-Jul
15,Robocop,Orion,"$53,424,681 ","1,601","$8,008,721 ","1,580",17-Jul
16,Outrageous Fortune,BV,"$52,864,741 ","1,316","$6,404,783 ","1,081",30-Jan
17,Broadcast News,Fox,"$51,249,404 ",848,"$197,542 ",7,25-Dec
18,The Living Daylights,UA,"$51,185,897 ","1,728","$11,051,284 ","1,728",31-Jul
19,Eddie Murphy Raw,Par.,"$50,504,655 ","1,494","$9,077,324 ","1,391",18-Dec
20,"Planes, Trains and Automobiles",Par.,"$49,530,280 ","1,684","$7,009,482 ","1,118",25-Nov
21,Snow White and the Seven Dwarfs (Re-issue) (1987),BV,"$46,594,212 ","1,729","$7,514,749 ","1,729",17-Jul
22,Full Metal Jacket,WB,"$46,357,676 ","1,075","$2,217,307 ",215,10-Jul
23,A Nightmare on Elm Street 3: Dream Warriors,NL,"$44,793,222 ","1,383","$8,880,555 ","1,343",27-Feb
24,Wall Street,Fox,"$43,848,069 ",989,"$4,104,611 ",730,11-Dec
25,Mannequin,Fox,"$42,721,196 ",978,"$6,001,208 ",932,13-Feb
26,Roxanne,Col.,"$40,050,884 ","1,124","$4,582,398 ",847,19-Jun
27,Blind Date,TriS,"$39,321,715 ","1,390","$7,531,273 ","1,251",27-Mar
28,The Running Man,TriS,"$38,122,105 ","1,694","$8,117,465 ","1,692",13-Nov
29,Spaceballs,MGM,"$38,119,483 ","1,389","$6,613,837 ","1,384",26-Jun
30,Summer School,Par.,"$35,659,098 ","1,366","$6,012,274 ","1,366",24-Jul
31,No Way Out,Orion,"$35,509,515 ","1,130","$4,259,460 ",806,14-Aug
32,"Like Father, Like Son",TriS,"$34,377,585 ","1,277","$7,189,452 ","1,167",2-Oct
33,Adventures in Babysitting,BV,"$34,368,475 ","1,148","$2,901,297 ","1,126",3-Jul
34,Cinderella (Re-issue) (1987),BV,"$34,101,149 ","1,657","$1,774,588 ","1,050",20-Nov
35,* batteries not included,Uni.,"$32,945,797 ","1,367","$3,326,530 ","1,328",18-Dec
36,The Lost Boys,WB,"$32,222,567 ","1,249","$5,236,318 ","1,027",31-Jul
37,Can't Buy Me Love,BV,"$31,623,833 ","1,283","$4,754,732 ","1,256",14-Aug
38,Nuts,WB,"$30,950,002 ","1,112","$4,606,083 ",536,11-Dec
39,The Princess Bride,Fox,"$30,857,814 ",803,"$206,243 ",9,9-Oct
40,Revenge of the Nerds II: Nerds in Paradise,Fox,"$30,063,289 ","1,358","$7,900,879 ","1,351",10-Jul
41,Harry and the Hendersons,Uni.,"$29,760,613 ","1,424","$4,154,740 ","1,418",5-Jun
42,Hoosiers,Orion,"$28,607,524 ","1,048","$220,068 ",30,27-Feb
43,Police Academy 4: Citizens on Patrol,WB,"$28,061,343 ","1,750","$8,482,487 ","1,750",3-Apr
