1,Jurassic Park,Uni.,"$357,067,947 ","2,566","$47,026,828 ","2,404",11-Jun
2,Mrs. Doubtfire,Fox,"$219,195,243 ","2,354","$20,468,847 ","1,605",24-Nov
3,The Fugitive,WB,"$183,875,760 ","2,425","$23,758,855 ","2,340",6-Aug
4,The Firm,Par.,"$158,348,367 ","2,393","$25,400,000 ","2,393",2-Jul
5,Sleepless in Seattle,TriS,"$126,680,884 ","1,657","$17,253,733 ","1,579",25-Jun
6,Indecent Proposal,Par.,"$106,614,059 ","1,922","$18,387,632 ","1,694",9-Apr
7,In the Line of Fire,Col.,"$102,314,823 ","2,129","$15,269,388 ","1,903",9-Jul
8,The Pelican Brief,WB,"$100,768,056 ","2,022","$16,864,404 ","1,993",17-Dec
9,Cliffhanger,TriS,"$84,049,211 ","2,431","$16,176,967 ","2,333",28-May
10,Free Willy,WB,"$77,698,625 ","1,937","$7,868,829 ","1,476",16-Jul
11,Groundhog Day,Col.,"$70,906,973 ","1,742","$12,517,672 ","1,640",12-Feb
12,Grumpy Old Men,WB,"$70,172,621 ","1,725","$3,874,911 ","1,244",25-Dec
13,Cool Runnings,BV,"$68,856,263 ","1,832","$7,046,648 ","1,387",1-Oct
14,Dave,WB,"$63,270,710 ","1,916","$7,306,755 ","1,155",7-May
15,Rising Sun,Fox,"$63,179,523 ","1,722","$15,195,941 ","1,510",30-Jul
16,Scent of a Woman,Uni.,"$63,095,253 ","1,252","$357,468 ",20,8-Jan
17,The Crying Game,Mira.,"$62,548,947 ","1,097","$101,107 ",6,19-Feb
18,Demolition Man,WB,"$58,055,768 ","2,258","$14,262,432 ","2,246",8-Oct
19,Sister Act 2: Back in the Habit,BV,"$57,319,029 ","2,178","$7,569,219 ","2,132",10-Dec
20,Tombstone,BV,"$56,505,065 ","1,955","$6,454,752 ","1,504",24-Dec
21,The Three Musketeers (1993),BV,"$53,898,845 ","2,128","$10,621,992 ","2,069",12-Nov
22,Rookie of the Year,Fox,"$53,615,089 ","1,544","$9,122,714 ","1,460",9-Jul
23,Beethoven's 2nd,Uni.,"$53,443,066 ","2,048","$6,017,225 ","2,026",17-Dec
24,Dennis the Menace,WB,"$51,270,765 ","2,085","$9,331,139 ","2,085",25-Jun
25,Sommersby,WB,"$50,081,992 ","1,762","$8,104,624 ","1,432",5-Feb
26,Last Action Hero,Col.,"$50,016,394 ","2,339","$15,338,241 ","2,306",18-Jun
27,Tim Burton's The Nightmare Before Christmas,BV,"$50,003,043 ","1,671","$191,232 ",2,29-Oct
28,Addams Family Values,Par.,"$48,919,043 ","2,577","$14,117,545 ","2,577",19-Nov
29,Wayne's World 2,Par.,"$48,197,805 ","2,400","$13,516,699 ","2,400",10-Dec
30,Malice,Col.,"$46,405,336 ","1,519","$9,232,650 ","1,431",1-Oct
31,Made in America,WB,"$44,942,695 ","2,048","$11,821,326 ","2,048",28-May
32,The Good Son,Fox,"$44,789,789 ","1,902","$12,520,305 ","1,847",24-Sep
33,The Beverly Hillbillies,Fox,"$44,029,386 ","2,162","$9,525,375 ","2,152",15-Oct
34,Teenage Mutant Ninja Turtles III,NL,"$42,273,609 ","2,087","$12,419,597 ","2,087",19-Mar
35,Homeward Bound: The Incredible Journey,BV,"$41,833,324 ","1,798","$60,672 ",2,12-Feb
36,Snow White and the Seven Dwarfs (Re-issue) (1993),BV,"$41,634,471 ","1,831","$9,018,121 ","1,814",2-Jul
37,Falling Down,WB,"$40,903,593 ","1,827","$8,724,452 ","1,220",26-Feb
38,Hocus Pocus,BV,"$39,514,713 ","1,472","$8,125,471 ","1,430",16-Jul
39,What's Love Got to Do with It,BV,"$39,100,956 ","1,100","$1,222,718 ",58,25-Jun
40,Hot Shots! Part Deux,Fox,"$38,922,972 ","2,140","$10,250,661 ","2,122",21-May
41,Carlito's Way,Uni.,"$36,948,322 ","1,634","$9,116,675 ","1,615",12-Nov
42,Alive,BV,"$36,733,909 ","1,337","$8,624,292 ","1,132",15-Jan
43,Son-in-Law,BV,"$36,448,400 ","1,406","$7,033,310 ","1,389",2-Jul
44,Sliver,Par.,"$36,300,000 ","2,093","$12,138,283 ","2,093",21-May
45,Robin Hood: Men in Tights,Fox,"$35,739,755 ","1,407","$6,841,830 ","1,263",30-Jul
46,Dragon: The Bruce Lee Story,Uni.,"$35,113,743 ","1,985","$10,019,970 ","1,887",7-May
47,The Joy Luck Club,BV,"$32,901,136 ",600,"$159,009 ",3,29-Oct
48,Hard Target,Uni.,"$32,589,677 ","1,999","$10,106,500 ","1,972",20-Aug
49,The Sandlot,Fox,"$32,434,006 ","1,775","$4,918,712 ","1,772",9-Apr
50,The Age of Innocence,Col.,"$32,255,440 ",839,"$2,317,289 ",83,1-Oct
51,Cop and a Half,Uni.,"$31,889,691 ","1,793","$6,027,285 ","1,603",2-Apr
52,The Secret Garden,WB,"$31,181,347 ","1,332","$4,625,583 ","1,319",13-Aug
53,A Perfect World,WB,"$31,130,999 ","1,964","$8,075,582 ","1,964",24-Nov
