1,The Hunger Games: Catching Fire,LGF,"$424,668,047 ","4,163","$158,074,286 ","4,163",22-Nov,3-Apr
2,Iron Man 3,BV,"$409,013,994 ","4,253","$174,144,585 ","4,253",3-May,12-Sep
3,Frozen,BV,"$400,738,009 ","3,742","$243,390 ",1,27-Nov,17-Jul
4,Despicable Me 2,Uni.,"$368,061,265 ","4,003","$83,517,315 ","3,997",3-Jul,16-Jan
5,Man of Steel,WB,"$291,045,518 ","4,207","$116,619,362 ","4,207",14-Jun,19-Sep
6,Gravity,WB,"$274,092,705 ","3,820","$55,785,112 ","3,575",4-Oct,8-May
7,Monsters University,BV,"$268,492,764 ","4,004","$82,429,469 ","4,004",21-Jun,19-Dec
8,The Hobbit: The Desolation of Smaug,WB,"$258,366,855 ","3,928","$73,645,197 ","3,903",13-Dec,17-Apr
9,Fast & Furious 6,Uni.,"$238,679,850 ","3,771","$97,375,245 ","3,658",24-May,5-Sep
10,Oz The Great and Powerful,BV,"$234,911,825 ","3,912","$79,110,453 ","3,912",8-Mar,18-Jul
11,Star Trek Into Darkness,Par.,"$228,778,661 ","3,907","$70,165,559 ","3,868",16-May,12-Sep
12,Thor: The Dark World,BV,"$206,362,140 ","3,841","$85,737,841 ","3,841",8-Nov,17-Apr
13,World War Z,Par.,"$202,359,711 ","3,607","$66,411,834 ","3,607",21-Jun,10-Oct
14,The Croods,Fox,"$187,168,425 ","4,065","$43,639,736 ","4,046",22-Mar,19-Sep
15,The Heat,Fox,"$159,582,188 ","3,184","$39,115,043 ","3,181",28-Jun,12-Dec
16,We're the Millers,WB,"$150,394,119 ","3,445","$26,419,396 ","3,260",7-Aug,5-Dec
17,American Hustle,Sony,"$150,117,807 ","2,629","$740,455 ",6,20-Dec,6-Apr
18,The Great Gatsby (2013),WB,"$144,840,419 ","3,550","$50,085,185 ","3,535",10-May,22-Aug
19,The Conjuring,WB,"$137,400,141 ","3,115","$41,855,326 ","2,903",19-Jul,31-Oct
20,Identity Thief,Uni.,"$134,506,920 ","3,230","$34,551,025 ","3,141",8-Feb,6-Jun
21,Grown Ups 2,Sony,"$133,668,525 ","3,491","$41,508,572 ","3,491",12-Jul,17-Nov
22,The Wolverine,Fox,"$132,556,852 ","3,924","$53,113,752 ","3,924",26-Jul,5-Dec
23,Anchorman 2: The Legend Continues,Par.,"$125,168,368 ","3,507","$26,232,425 ","3,507",18-Dec,20-Feb
24,G.I. Joe: Retaliation,Par.,"$122,523,060 ","3,734","$40,501,814 ","3,719",28-Mar,18-Jul
25,Cloudy with a Chance of Meatballs 2,Sony,"$119,793,567 ","4,001","$34,017,930 ","4,001",27-Sep,16-Mar
26,Now You See Me,LG/S,"$117,723,989 ","3,082","$29,350,389 ","2,925",31-May,26-Sep
27,The Wolf of Wall Street,Par.,"$116,900,694 ","2,557","$18,361,578 ","2,537",25-Dec,3-Apr
28,Lee Daniels' The Butler,Wein.,"$116,632,095 ","3,330","$24,637,312 ","2,933",16-Aug,13-Feb
29,The Hangover Part III,WB,"$112,200,072 ","3,565","$41,671,198 ","3,555",23-May,15-Aug
30,Epic,Fox,"$107,518,682 ","3,894","$33,531,068 ","3,882",24-May,19-Sep
31,Captain Phillips,Sony,"$107,100,855 ","3,143","$25,718,314 ","3,020",11-Oct,2-Mar
32,Jackass Presents: Bad Grandpa,Par.,"$102,003,019 ","3,345","$32,055,177 ","3,336",25-Oct,23-Jan
33,Pacific Rim,WB,"$101,802,906 ","3,285","$37,285,325 ","3,275",12-Jul,17-Oct
34,This is the End,Sony,"$101,470,202 ","3,055","$20,719,162 ","3,055",12-Jun,6-Oct
35,Olympus Has Fallen,FD,"$98,925,640 ","3,106","$30,373,794 ","3,098",22-Mar,11-Jul
36,Zero Dark Thirty,Sony,"$95,720,716 ","2,946","$417,150 ",5,11-Jan,31-Mar
37,42,WB,"$95,020,213 ","3,405","$27,487,144 ","3,003",12-Apr,25-Jul
38,Elysium,TriS,"$93,050,117 ","3,284","$29,807,393 ","3,284",9-Aug,24-Nov
39,Planes,BV,"$90,288,712 ","3,716","$22,232,291 ","3,702",9-Aug,19-Dec
40,The Lone Ranger,BV,"$89,302,115 ","3,904","$29,210,849 ","3,904",3-Jul,10-Oct
41,Oblivion,Uni.,"$89,107,235 ","3,792","$37,054,485 ","3,783",19-Apr,27-Jun
42,Insidious Chapter 2,FD,"$83,586,447 ","3,155","$40,272,103 ","3,049",13-Sep,19-Dec
43,Saving Mr. Banks,BV,"$83,301,580 ","2,671","$413,373 ",15,20-Dec,17-Apr
44,Turbo,Fox,"$83,028,128 ","3,809","$21,312,625 ","3,806",17-Jul,12-Dec
45,2 Guns,Uni.,"$75,612,460 ","3,028","$27,059,130 ","3,025",2-Aug,24-Oct
46,White House Down,Sony,"$73,103,784 ","3,222","$24,852,258 ","3,222",28-Jun,15-Sep
47,Mama,Uni.,"$71,628,180 ","2,781","$28,402,310 ","2,647",18-Jan,4-Apr
48,Safe Haven,Rela.,"$71,349,120 ","3,223","$21,401,594 ","3,223",14-Feb,30-May
49,The Smurfs 2,Sony,"$71,017,784 ","3,867","$17,548,389 ","3,866",31-Jul,17-Nov
50,The Best Man Holiday,Uni.,"$70,525,195 ","2,041","$30,107,555 ","2,024",15-Nov,9-Jan
51,Percy Jackson: Sea of Monsters,Fox,"$68,559,554 ","3,080","$14,401,054 ","3,031",7-Aug,30-Jan
52,A Good Day to Die Hard,Fox,"$67,349,198 ","3,555","$24,834,845 ","3,553",14-Feb,23-May
53,Warm Bodies,LG/S,"$66,380,662 ","3,009","$20,353,967 ","3,009",1-Feb,9-May
54,Jack the Giant Slayer,WB (NL),"$65,187,603 ","3,525","$27,202,226 ","3,525",1-Mar,13-Jun
55,The Purge,Uni.,"$64,473,115 ","2,591","$34,058,360 ","2,536",7-Jun,8-Aug
56,Last Vegas,CBS,"$63,914,167 ","3,237","$16,334,566 ","3,065",1-Nov,20-Feb
57,Ender's Game,LG/S,"$61,737,191 ","3,407","$27,017,351 ","3,407",1-Nov,9-Jan
58,Prisoners,WB,"$61,002,302 ","3,290","$20,817,053 ","3,260",20-Sep,5-Dec
59,After Earth,Sony,"$60,522,097 ","3,401","$27,520,040 ","3,401",31-May,18-Aug
60,The Secret Life of Walter Mitty,Fox,"$58,236,838 ","2,922","$12,765,508 ","2,909",25-Dec,10-Apr
61,Escape From Planet Earth,Wein.,"$57,012,977 ","3,353","$15,891,055 ","3,288",15-Feb,25-Jul
62,12 Years a Slave,FoxS,"$56,671,993 ","1,474","$923,715 ",19,8-Nov,8-May
63,Free Birds,Rela.,"$55,750,480 ","3,736","$15,805,237 ","3,736",1-Nov,20-Mar
64,Hansel and Gretel: Witch Hunters,Par.,"$55,703,475 ","3,375","$19,690,956 ","3,372",25-Jan,25-Apr
65,Evil Dead (2013),TriS,"$54,239,856 ","3,025","$25,775,847 ","3,025",5-Apr,9-Jun
66,Red 2,LG/S,"$53,262,560 ","3,016","$18,048,422 ","3,016",19-Jul,17-Oct
67,Tyler Perry's A Madea Christmas,LGF,"$52,543,354 ","2,194","$16,007,634 ","2,194",13-Dec,13-Feb
68,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,"$51,975,354 ","2,047","$21,641,679 ","2,047",29-Mar,30-May
69,The Call,TriS,"$51,872,378 ","2,507","$17,118,745 ","2,507",15-Mar,9-Jun
70,Pain and Gain,Par.,"$49,875,291 ","3,303","$20,244,505 ","3,277",26-Apr,29-Aug
71,Gangster Squad,WB,"$46,000,903 ","3,103","$17,070,347 ","3,103",11-Jan,4-Apr
72,Jurassic Park 3D,Uni.,"$45,385,935 ","2,778","$18,620,145 ","2,771",5-Apr,23-May
73,The Internship,Fox,"$44,672,764 ","3,399","$17,325,307 ","3,366",7-Jun,12-Sep
74,Instructions Not Included,LGF,"$44,467,206 ",978,"$7,846,426 ",348,6-Sep,12-Dec
75,Snitch,LG/S,"$42,930,462 ","2,511","$13,167,607 ","2,511",22-Feb,30-May
76,Riddick,Uni.,"$42,025,135 ","3,117","$19,030,375 ","3,107",6-Sep,31-Oct
77,A Haunted House,ORF,"$40,041,683 ","2,160","$18,101,682 ","2,160",11-Jan,3-Mar
78,47 Ronin,Uni.,"$38,362,475 ","2,690","$9,910,310 ","2,689",25-Dec,6-Feb
79,Philomena,Wein.,"$37,709,979 ","1,225","$128,435 ",4,27-Nov,22-May
80,The Family (2013),Rela.,"$36,918,811 ","3,091","$14,034,764 ","3,091",13-Sep,9-Jan
81,Walking with Dinosaurs,Fox,"$36,076,121 ","3,243","$7,091,938 ","3,231",20-Dec,10-Apr
82,Carrie (2013),SGem,"$35,266,619 ","3,157","$16,101,552 ","3,157",18-Oct,24-Nov
83,Texas Chainsaw 3D,LGF,"$34,341,945 ","2,659","$21,744,470 ","2,654",4-Jan,28-Feb
84,R.I.P.D.,Uni.,"$33,618,855 ","2,852","$12,691,415 ","2,852",19-Jul,26-Sep
85,Blue Jasmine,SPC,"$33,405,481 ","1,283","$612,064 ",6,23-Aug,3-Apr
86,Kevin Hart: Let Me Explain,LG/S,"$32,244,051 ",892,"$10,030,463 ",876,3-Jul,22-Aug
87,Side Effects (2013),ORF,"$32,172,757 ","2,605","$9,303,145 ","2,605",8-Feb,16-May
88,Scary Movie 5,W/Dim.,"$32,015,787 ","3,402","$14,157,367 ","3,402",12-Apr,25-Jul
89,The Mortal Instruments: City of Bones,SGem,"$31,165,421 ","3,118","$9,336,957 ","3,118",21-Aug,6-Oct
90,Delivery Man,BV,"$30,664,106 ","3,036","$7,944,977 ","3,036",22-Nov,20-Mar
91,Grudge Match,WB,"$29,807,260 ","2,856","$7,021,993 ","2,838",25-Dec,13-Mar
92,One Direction: This is Us,TriS,"$28,873,374 ","2,735","$15,815,497 ","2,735",30-Aug,6-Oct
93,Kick-Ass 2,Uni.,"$28,795,985 ","2,945","$13,332,955 ","2,940",16-Aug,26-Sep
94,Dallas Buyers Club,Focus,"$27,298,285 ","1,110","$260,865 ",9,22-Nov,1-May
95,Rush (2013),Uni.,"$26,947,624 ","2,308","$187,289 ",5,27-Sep,21-Nov
96,The Host (2013),ORF,"$26,627,201 ","3,202","$10,600,112 ","3,202",29-Mar,30-May
97,The World's End,Focus,"$26,004,851 ","1,553","$8,811,790 ","1,551",23-Aug,5-Dec
98,21 and Over,Rela.,"$25,682,380 ","2,771","$8,754,168 ","2,771",1-Mar,16-May
99,Escape Plan,LG/S,"$25,135,965 ","2,883","$9,885,732 ","2,883",18-Oct,16-Jan
100,Don Jon,Rela.,"$24,477,704 ","2,422","$8,677,009 ","2,422",27-Sep,9-Jan
101,The Incredible Burt Wonderstone,WB,"$22,537,881 ","3,160","$10,177,257 ","3,160",15-Mar,9-May
102,The Big Wedding,LGF,"$21,819,348 ","2,633","$7,591,663 ","2,633",26-Apr,4-Jul
103,Mud,RAtt.,"$21,590,086 ",960,"$2,215,891 ",363,10-May,12-Sep
104,Baggage Claim,FoxS,"$21,569,509 ","2,230","$9,031,102 ","2,027",27-Sep,19-Dec
105,"The Way, Way Back",FoxS,"$21,506,546 ","1,001","$552,788 ",19,26-Jul,21-Nov
106,The Book Thief,Fox,"$21,488,481 ","1,316","$105,005 ",4,27-Nov,10-Apr
107,The Place Beyond the Pines,Focus,"$21,403,519 ","1,584","$279,457 ",4,19-Apr,27-Jun
108,Homefront,ORF,"$20,158,898 ","2,570","$6,915,241 ","2,570",27-Nov,2-Jan
109,Broken City,Fox,"$19,701,164 ","2,622","$8,268,908 ","2,620",18-Jan,4-Apr
110,Beautiful Creatures (2013),WB,"$19,452,138 ","2,950","$7,582,595 ","2,950",14-Feb,11-Apr
111,Runner Runner,Fox,"$19,316,646 ","3,026","$7,706,712 ","3,026",4-Oct,8-Dec
112,The Impossible,LG/S,"$19,019,882 ",886,"$143,818 ",15,11-Jan,18-Apr
113,You're Next,LGF,"$18,494,006 ","2,437","$7,020,196 ","2,437",23-Aug,17-Oct
114,Quartet,Wein.,"$18,390,117 ",725,"$47,122 ",2,1-Mar,27-Jun
115,Admission,Focus,"$18,007,317 ","2,161","$6,154,984 ","2,160",22-Mar,6-Jun
116,Parker,FD,"$17,616,641 ","2,238","$7,008,222 ","2,224",25-Jan,4-Apr
117,Enough Said,FoxS,"$17,550,872 ",835,"$232,800 ",4,11-Oct,16-Jan
118,Dark Skies,W/Dim.,"$17,418,667 ","2,313","$8,189,166 ","2,313",22-Feb,23-May
119,The Counselor,Fox,"$16,973,715 ","3,044","$7,842,930 ","3,044",25-Oct,16-Jan
120,Jobs,ORF,"$16,131,410 ","2,381","$6,713,900 ","2,381",16-Aug,3-Oct
121,Fruitvale Station,Wein.,"$16,101,339 ","1,086","$386,291 ",7,26-Jul,31-Oct
122,About Time,Uni.,"$15,322,921 ","1,280","$1,076,250 ",175,8-Nov,26-Dec
123,The Last Exorcism Part II,CBS,"$15,179,302 ","2,700","$7,728,354 ","2,700",1-Mar,4-Apr
124,Spring Breakers,A24,"$14,124,284 ","1,379","$263,002 ",3,22-Mar,11-Jun
125,The Last Stand,LGF,"$12,050,299 ","2,913","$6,281,433 ","2,913",18-Jan,28-Feb
126,Out of the Furnace,Rela.,"$11,330,849 ","2,101","$5,220,288 ","2,101",6-Dec,6-Feb
127,Dead Man Down,FD,"$10,895,295 ","2,188","$5,345,250 ","2,188",8-Mar,18-Apr
128,Getaway (2013),WB,"$10,501,938 ","2,135","$4,503,892 ","2,130",30-Aug,3-Oct
129,Bullet to the Head,WB,"$9,489,829 ","2,404","$4,548,201 ","2,404",1-Feb,14-Mar
130,Tyler Perry Presents Peeples,LGF,"$9,177,065 ","2,041","$4,611,534 ","2,041",10-May,13-Jun
131,Battle of the Year,SGem,"$8,888,355 ","2,008","$4,603,177 ","2,008",20-Sep,20-Oct
132,Movie 43,Rela.,"$8,840,453 ","2,023","$4,805,878 ","2,023",25-Jan,14-Mar
133,Mandela: Long Walk to Freedom,Wein.,"$8,323,085 ","1,010","$84,283 ",4,25-Dec,27-Mar
134,Before Midnight,SPC,"$8,114,627 ",897,"$246,914 ",5,14-Jun,7-Nov
135,Machete Kills,ORF,"$8,008,161 ","2,538","$3,837,183 ","2,538",11-Oct,14-Nov
136,Promised Land (2012),Focus,"$7,597,898 ","1,676","$173,915 ",25,4-Jan,24-Jan
137,Paranoia,Rela.,"$7,385,015 ","2,459","$3,528,376 ","2,459",16-Aug,3-Oct
138,Black Nativity,FoxS,"$7,018,189 ","1,525","$3,669,530 ","1,516",27-Nov,16-Jan
139,The Spectacular Now,A24,"$6,854,611 ",770,"$197,415 ",4,13-Sep,12-Dec
140,The Grandmaster,Wein.,"$6,594,959 ",804,"$132,617 ",7,30-Aug,24-Oct
141,Believe,ORF,"$6,206,566 ","1,037","$2,007,567 ","1,037",25-Dec,16-Jan
142,The Bling Ring,A24,"$5,845,732 ",650,"$214,395 ",5,21-Jun,12-Sep
143,Closed Circuit,Focus,"$5,750,401 ",870,"$2,464,931 ",870,28-Aug,26-Sep
144,The Company You Keep,SPC,"$5,133,027 ",807,"$131,718 ",5,26-Apr,1-Aug
145,Stand Up Guys,LGF,"$3,310,031 ",670,"$1,486,390 ",659,1-Feb,7-Mar
146,The Fifth Estate,BV,"$3,255,008 ","1,769","$1,673,351 ","1,769",18-Oct,5-Dec
147,Phantom (2013),RCR,"$1,034,589 ","1,118","$508,000 ","1,118",1-Mar,17-Mar
