1,Spider-Man 3,Sony,"$336,530,303 ","4,324","$151,116,516 ","4,252",4-May,19-Aug
2,Shrek the Third,P/DW,"$322,719,944 ","4,172","$121,629,270 ","4,122",18-May,9-Aug
3,Transformers,P/DW,"$319,246,193 ","4,050","$70,502,384 ","4,011",3-Jul,8-Nov
4,Pirates of the Caribbean: At World's End,BV,"$309,420,425 ","4,362","$114,732,820 ","4,362",25-May,4-Oct
5,Harry Potter and the Order of the Phoenix,WB,"$292,004,738 ","4,285","$77,108,414 ","4,285",11-Jul,13-Dec
6,I Am Legend,WB,"$256,393,010 ","3,648","$77,211,321 ","3,606",14-Dec,10-Apr
7,The Bourne Ultimatum,Uni.,"$227,471,070 ","3,701","$69,283,690 ","3,660",3-Aug,29-Nov
8,National Treasure: Book of Secrets,BV,"$219,964,115 ","3,832","$44,783,772 ","3,832",21-Dec,19-Jun
9,Alvin and the Chipmunks,Fox,"$217,326,974 ","3,499","$44,307,417 ","3,475",14-Dec,5-Jun
10,300,WB,"$210,614,939 ","3,280","$70,885,301 ","3,103",9-Mar,12-Jul
11,Ratatouille,BV,"$206,445,654 ","3,940","$47,027,395 ","3,940",29-Jun,13-Dec
12,The Simpsons Movie,Fox,"$183,135,014 ","3,926","$74,036,787 ","3,922",27-Jul,20-Dec
13,Wild Hogs,BV,"$168,273,550 ","3,401","$39,699,023 ","3,287",2-Mar,2-Aug
14,Knocked Up,Uni.,"$148,768,917 ","2,975","$30,690,990 ","2,871",1-Jun,-
15,Juno,FoxS,"$143,495,265 ","2,534","$413,869 ",7,25-Dec,19-Jun
16,Rush Hour 3,NL,"$140,125,968 ","3,778","$49,100,158 ","3,778",10-Aug,15-Nov
17,Live Free or Die Hard,Fox,"$134,529,403 ","3,411","$33,369,559 ","3,408",27-Jun,8-Nov
18,Fantastic Four: Rise of the Silver Surfer,Fox,"$131,921,738 ","3,963","$58,051,684 ","3,959",15-Jun,18-Oct
19,American Gangster,Uni.,"$130,164,645 ","3,110","$43,565,115 ","3,054",2-Nov,31-Jan
20,Enchanted,BV,"$127,807,262 ","3,730","$34,440,317 ","3,730",21-Nov,13-Mar
21,Bee Movie,P/DW,"$126,631,277 ","3,984","$38,021,044 ","3,928",2-Nov,14-Feb
22,Superbad,Sony,"$121,463,226 ","3,069","$33,052,411 ","2,948",17-Aug,21-Oct
23,I Now Pronounce You Chuck and Larry,Uni.,"$120,059,556 ","3,501","$34,233,750 ","3,495",20-Jul,18-Oct
24,Hairspray (2007),NL,"$118,871,849 ","3,121","$27,476,745 ","3,121",20-Jul,25-Oct
25,Blades of Glory,P/DW,"$118,594,548 ","3,467","$33,014,202 ","3,372",30-Mar,12-Jul
26,Ocean's Thirteen,WB,"$117,154,724 ","3,565","$36,133,403 ","3,565",8-Jun,20-Sep
27,Ghost Rider,Sony,"$115,802,596 ","3,620","$45,388,836 ","3,619",16-Feb,29-Apr
28,Evan Almighty,Uni.,"$100,462,298 ","3,636","$31,192,615 ","3,604",22-Jun,-
29,Meet the Robinsons,BV,"$97,822,171 ","3,435","$25,123,781 ","3,413",30-Mar,6-Sep
30,Norbit,P/DW,"$95,673,607 ","3,145","$34,195,434 ","3,136",9-Feb,3-May
31,The Game Plan,BV,"$90,648,202 ","3,342","$22,950,971 ","3,103",28-Sep,18-Feb
32,Beowulf,Par.,"$82,280,579 ","3,249","$27,515,871 ","3,153",16-Nov,31-Jan
33,Bridge to Terabithia,BV,"$82,272,442 ","3,210","$22,564,612 ","3,139",16-Feb,28-Jun
