1,Pirates of the Caribbean: Dead Man's Chest,BV,"$423,315,812 ","4,133","$135,634,554 ","4,133",7-Jul,7-Dec
2,Night at the Museum,Fox,"$250,863,268 ","3,768","$30,433,781 ","3,685",22-Dec,24-Jun
3,Cars,BV,"$244,082,982 ","3,988","$60,119,509 ","3,985",9-Jun,19-Oct
4,X-Men: The Last Stand,Fox,"$234,362,462 ","3,714","$102,750,665 ","3,690",26-May,28-Sep
5,The Da Vinci Code,Sony,"$217,536,138 ","3,757","$77,073,388 ","3,735",19-May,20-Aug
6,Superman Returns,WB,"$200,081,192 ","4,065","$52,535,096 ","4,065",28-Jun,2-Nov
7,Happy Feet,WB,"$198,000,317 ","3,804","$41,533,432 ","3,804",17-Nov,10-May
8,Ice Age: The Meltdown,Fox,"$195,330,621 ","3,969","$68,033,544 ","3,964",31-Mar,7-Sep
9,Casino Royale,Sony,"$167,445,960 ","3,443","$40,833,156 ","3,434",17-Nov,18-Mar
10,The Pursuit of Happyness,Sony,"$163,566,459 ","3,169","$26,541,709 ","2,852",15-Dec,18-Mar
11,Over the Hedge,P/DW,"$155,019,340 ","4,093","$38,457,003 ","4,059",19-May,4-Sep
12,Talladega Nights: The Ballad of Ricky Bobby,Sony,"$148,213,377 ","3,807","$47,042,215 ","3,803",4-Aug,15-Oct
13,Click,SonR,"$137,355,633 ","3,764","$40,011,365 ","3,749",23-Jun,24-Sep
14,Mission: Impossible III,Par.,"$134,029,801 ","4,059","$47,743,273 ","4,054",5-May,20-Jul
15,The Departed,WB,"$132,384,315 ","3,017","$26,887,467 ","3,017",6-Oct,22-Mar
16,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Fox,"$128,505,958 ","2,611","$26,455,463 ",837,3-Nov,25-Mar
17,The Devil Wears Prada,Fox,"$124,740,460 ","2,882","$27,537,244 ","2,847",30-Jun,14-Dec
18,The Break-Up,Uni.,"$118,703,275 ","3,146","$39,172,785 ","3,070",2-Jun,7-Sep
19,Dreamgirls,P/DW,"$103,365,956 ","2,797","$378,950 ",3,25-Dec,19-Apr
20,Scary Movie 4,W/Dim.,"$90,710,620 ","3,674","$40,222,875 ","3,602",14-Apr,3-Aug
21,Failure to Launch,Par.,"$88,715,192 ","3,202","$24,411,322 ","3,057",10-Mar,22-Jun
22,Inside Man,Uni.,"$88,513,495 ","2,867","$28,954,945 ","2,818",24-Mar,6-Jul
23,Open Season,Sony,"$85,105,259 ","3,833","$23,624,548 ","3,833",29-Sep,-
24,The Santa Clause 3: The Escape Clause,BV,"$84,500,122 ","3,458","$19,504,038 ","3,458",3-Nov,8-Feb
