1,Beverly Hills Cop,Par.,"$234,760,478 ","2,006","$15,214,805 ","1,532",5-Dec
2,Ghostbusters,Col.,"$229,242,989 ","1,506","$13,578,151 ","1,339",8-Jun
3,Indiana Jones and the Temple of Doom,Par.,"$179,870,271 ","1,687","$25,337,110 ","1,687",23-May
4,Gremlins,WB,"$148,168,459 ","1,537","$12,511,634 ","1,511",8-Jun
5,The Karate Kid,Col.,"$90,815,558 ","1,111","$5,031,753 ",931,22-Jun
6,Police Academy,WB,"$81,198,894 ","1,587","$8,570,007 ","1,063",23-Mar
7,Footloose,Par.,"$80,035,402 ","1,384","$8,556,935 ","1,384",17-Feb
8,Romancing the Stone,Fox,"$76,572,238 ","1,110","$5,105,741 ",823,30-Mar
9,Star Trek III: The Search for Spock,Par.,"$76,471,046 ","1,966","$16,673,295 ","1,966",1-Jun
10,Splash,BV,"$69,821,334 ","1,186","$6,174,059 ",829,9-Mar
11,Purple Rain,WB,"$68,392,977 ","1,022","$7,766,201 ",917,27-Jul
12,Tightrope,WB,"$48,143,579 ","1,535","$9,156,545 ","1,535",17-Aug
13,The Natural,TriS,"$47,951,979 ","1,012","$5,088,381 ",989,11-May
14,Greystoke: The Legend of Tarzan,WB,"$45,858,563 ","1,175","$6,517,732 ",753,30-Mar
15,Revenge of the Nerds,Fox,"$40,874,452 ",989,"$1,513,090 ",364,10-Aug
16,2010,MGM,"$40,400,657 ","1,213","$7,393,361 ","1,126",7-Dec
17,Yentl,MGM,"$40,218,899 ",747,"$3,050,219 ",501,6-Jan
18,Breakin',Can.,"$38,682,707 ","1,121","$6,047,686 ","1,069",4-May
19,Bachelor Party,Fox,"$38,435,947 ","1,276","$4,573,530 ","1,081",29-Jun
20,Red Dawn (1984),MGM,"$38,376,497 ","1,822","$8,230,381 ","1,822",10-Aug
21,The Terminator,Orion,"$38,371,200 ","1,112","$4,020,663 ","1,005",26-Oct
22,City Heat,WB,"$38,348,988 ","1,655","$6,301,694 ","1,393",7-Dec
23,All of Me,Uni.,"$36,403,064 ","1,200","$5,803,848 ","1,192",21-Sep
24,Silkwood,Fox,"$35,615,609 ",843,"$1,218,322 ",257,27-Jan
25,Places in the Heart,TriS,"$34,901,614 ",868,"$274,279 ",14,5-Oct
26,Friday the 13th: Final Chapter,Par.,"$32,980,880 ","1,600","$11,183,148 ","1,594",13-Apr
27,Conan the Destroyer,Uni.,"$31,042,035 ","1,249","$6,958,872 ","1,117",29-Jun
28,Dune,Uni.,"$30,925,690 ",975,"$6,025,091 ",915,14-Dec
29,Starman,Col.,"$28,744,356 ","1,271","$2,872,022 ","1,261",14-Dec
30,The Last Starfighter,Uni.,"$28,733,290 ","1,287","$6,011,695 ","1,287",13-Jul
31,Cannonball Run II,WB,"$28,078,073 ","1,845","$8,323,948 ","1,778",29-Jun
32,Teachers,MGM,"$27,774,237 ","1,721","$7,013,366 ","1,721",5-Oct
33,Protocol,WB,"$26,186,631 ",904,"$3,427,840 ",893,21-Dec
34,Micki and Maude,Col.,"$26,080,861 ",876,"$2,742,458 ",794,21-Dec
35,The Cotton Club,Orion,"$25,928,721 ",809,"$2,903,603 ",808,14-Dec
36,The Muppets Take Manhattan,TriS,"$25,534,703 ","1,261","$4,416,022 ","1,261",13-Jul
37,The Woman in Red,Orion,"$25,308,147 ","1,069","$3,159,811 ","1,065",17-Aug
38,Moscow on the Hudson,Col.,"$25,068,724 ",721,"$3,536,687 ",618,6-Apr
39,The Flamingo Kid,Fox,"$23,859,382 ",753,"$2,015,076 ",531,28-Dec
40,Sixteen Candles,Uni.,"$23,686,027 ","1,245","$4,461,520 ","1,240",4-May
41,The Jungle Book (re-issue) (1984),BV,"$23,456,945 ","1,463","$5,291,670 ","1,430",27-Jul
42,Missing in Action,Can.,"$22,812,411 ","1,209","$6,101,460 ","1,150",16-Nov
43,Against All Odds,Col.,"$21,689,062 ",979,"$3,766,128 ",976,2-Mar
44,"Oh, God! You Devil!",WB,"$21,538,850 ","1,384","$5,560,001 ","1,384",9-Nov
45,Rhinestone,Fox,"$21,435,321 ","1,630","$5,459,726 ","1,630",22-Jun
46,The Right Stuff,WB,"$21,192,102 ",627,"$1,601,167 ",229,17-Feb
47,Top Secret!,Par.,"$20,458,340 ","1,100","$4,406,205 ","1,100",22-Jun
48,Hot Dog... The Movie,MGM,"$20,307,325 ","1,276","$4,506,756 ","1,273",13-Jan
49,The Neverending Story,WB,"$20,158,808 ",950,"$4,325,823 ",950,20-Jul
50,Unfaithfully Yours (1984),Fox,"$19,928,200 ",831,"$3,774,126 ",820,10-Feb
51,Best Defense,Par.,"$19,265,302 ","1,425","$7,872,297 ","1,425",20-Jul
52,Blame It on Rio,Fox,"$18,644,570 ","1,234","$3,437,660 ","1,201",17-Feb
53,Lassiter,WB,"$17,513,452 ",945,"$5,027,583 ",945,17-Feb
54,Johnny Dangerously,Fox,"$17,124,395 ","1,106","$2,947,746 ","1,086",21-Dec
55,Firestarter,Uni.,"$17,080,167 ","1,374","$4,726,660 ","1,356",11-May
56,Beat Street,Orion,"$16,595,791 ","1,380","$5,218,040 ","1,380",8-Jun
57,Breakin' 2: Electric Boogaloo,TriS,"$15,101,131 ",908,"$2,921,030 ",707,21-Dec
58,Children of the Corn,NW,"$14,568,989 ",653,"$2,042,821 ",350,16-Mar
59,Night of the Comet,Atl,"$14,418,922 ","1,098","$3,580,578 ","1,098",16-Nov
60,Supergirl,TriS,"$14,296,438 ","1,620","$5,738,249 ","1,608",21-Nov
61,Ice Pirates,MGM,"$14,255,801 ","1,175","$4,358,022 ","1,175",16-Mar
62,The Evil That Men Do,TriS,"$13,102,025 ","1,464","$4,538,400 ","1,464",21-Sep
63,Irreconcilable Differences,WB,"$12,414,210 ",902,"$3,076,894 ",902,28-Sep
64,Dreamscape,Fox,"$12,145,169 ",816,"$2,257,627 ",816,17-Aug
65,Up the Creek,Orion,"$11,708,269 ","1,346","$3,210,882 ","1,346",6-Apr
66,Tank,Uni.,"$11,302,884 ","1,332","$4,035,960 ","1,332",16-Mar
67,Falling in Love,Par.,"$11,129,057 ",807,"$2,293,710 ",305,14-Dec
68,Hard to Hold,Uni.,"$11,113,806 ","1,017","$3,410,001 ","1,017",6-Apr
69,The Wild Life,Uni.,"$11,020,375 ","1,142","$4,001,400 ","1,140",28-Sep
70,Broadway Danny Rose,Orion,"$10,600,497 ",613,"$953,794 ",109,17-Feb
71,Where the Boys Are (1984),TriS,"$10,530,000 ","1,414","$3,665,088 ","1,414",6-Apr
72,Thief of Hearts,Par.,"$10,435,015 ","1,200","$3,091,670 ","1,200",19-Oct
73,Terror in the Aisles,Uni.,"$10,004,817 ","1,134","$4,009,866 ","1,127",26-Oct
74,Cloak and Dagger,Uni.,"$9,719,952 ","1,147","$2,862,025 ","1,147",10-Aug
75,Bolero,Can.,"$8,914,881 ","1,015","$4,579,240 ","1,015",31-Aug
76,Body Double,Col.,"$8,801,940 ","1,428","$2,837,978 ","1,428",26-Oct
77,Oxford Blues,MGM,"$8,793,152 ","1,075","$2,486,418 ","1,075",24-Aug
78,The Bounty,Orion,"$8,613,462 ",986,"$2,622,306 ",986,4-May
79,Reckless,MGM,"$8,289,916 ",899,"$2,446,016 ",897,3-Feb
80,Streets of Fire,Uni.,"$8,089,290 ","1,150","$2,426,500 ","1,150",1-Jun
81,Just the Way You Are,MGM,"$7,889,694 ","1,190","$2,291,803 ","1,190",16-Nov
82,The Little Drummer Girl,WB,"$7,828,841 ",820,"$2,632,719 ",820,19-Oct
83,Iceman,Uni.,"$7,343,032 ",671,"$1,836,120 ",642,13-Apr
84,Hardbodies,Col.,"$7,121,719 ","1,594","$2,684,599 ","1,538",4-May
85,The Pope of Greenwich Village,MGM,"$6,836,201 ",677,"$1,544,624 ",677,22-Jun
86,Runaway,TriS,"$6,770,587 ",720,"$1,198,279 ",720,14-Dec
87,Swing Shift,WB,"$6,650,206 ",814,"$2,270,136 ",710,13-Apr
88,The Razor's Edge,Col.,"$6,551,987 ","1,036","$2,411,311 ","1,036",19-Oct
89,Firstborn,Par.,"$6,250,994 ",929,"$1,606,214 ",800,26-Oct
90,Sheena,Col.,"$5,778,353 ","1,496","$2,950,114 ","1,496",17-Aug
91,The Lonely Guy,Uni.,"$5,718,573 ",717,"$2,072,130 ",717,27-Jan
92,Meatballs II,TriS,"$5,410,972 ","1,252","$2,515,268 ","1,252",27-Jul
