1,Harry Potter and the Sorcerer's Stone,WB,"$317,575,550 ","3,672","$90,294,621 ","3,672",16-Nov
2,The Lord of the Rings: The Fellowship of the Ring,NL,"$313,364,114 ","3,381","$47,211,490 ","3,359",19-Dec
3,Shrek,DW,"$267,665,011 ","3,715","$42,347,760 ","3,587",16-May
4,"Monsters, Inc.",BV,"$255,873,250 ","3,649","$62,577,067 ","3,237",2-Nov
5,Rush Hour 2,NL,"$226,164,286 ","3,118","$67,408,222 ","3,118",3-Aug
6,The Mummy Returns,Uni.,"$202,019,785 ","3,553","$68,139,035 ","3,401",4-May
7,Pearl Harbor,BV,"$198,542,554 ","3,255","$59,078,912 ","3,214",25-May
8,Ocean's Eleven,WB,"$183,417,150 ","3,075","$38,107,822 ","3,075",7-Dec
9,Jurassic Park III,Uni.,"$181,171,875 ","3,462","$50,771,645 ","3,434",18-Jul
10,Planet of the Apes (2001),Fox,"$180,011,740 ","3,530","$68,532,960 ","3,500",27-Jul
11,Hannibal,MGM,"$165,092,268 ","3,292","$58,003,121 ","3,230",9-Feb
12,American Pie 2,Uni.,"$145,103,595 ","3,157","$45,117,985 ","3,063",10-Aug
13,The Fast and the Furious,Uni.,"$144,533,925 ","2,899","$40,089,015 ","2,628",22-Jun
14,Lara Croft: Tomb Raider,Par.,"$131,168,070 ","3,349","$47,735,743 ","3,308",15-Jun
15,"Crouching Tiger, Hidden Dragon",SPC,"$128,078,872 ","2,027","$663,205 ",16,12-Jan
16,Traffic,USA,"$124,115,725 ","1,755","$184,725 ",4,5-Jan
17,Dr. Dolittle 2,Fox,"$112,952,899 ","3,053","$25,037,039 ","3,049",22-Jun
18,Spy Kids,Mira.,"$112,719,001 ","3,191","$26,546,881 ","3,104",30-Mar
19,The Princess Diaries,BV,"$108,248,956 ","2,749","$22,862,269 ","2,537",3-Aug
20,Vanilla Sky,Par.,"$100,618,344 ","2,842","$25,015,518 ","2,742",14-Dec
21,The Others,Mira.,"$96,522,687 ","2,843","$14,089,952 ","1,678",10-Aug
22,Legally Blonde,MGM,"$96,520,674 ","2,725","$20,377,426 ","2,620",13-Jul
23,America's Sweethearts,SonR,"$93,607,673 ","3,011","$30,181,877 ","3,011",20-Jul
24,Cats & Dogs,WB,"$93,385,515 ","3,040","$21,707,617 ","3,040",4-Jul
25,Save the Last Dance,Par.,"$91,057,006 ","2,570","$23,444,930 ","2,230",12-Jan
26,Atlantis: The Lost Empire,BV,"$84,056,472 ","3,071","$329,011 ",2,15-Jun
27,Jimmy Neutron: Boy Genius,Par.,"$80,936,232 ","3,151","$13,832,786 ","3,139",21-Dec
28,A.I. Artificial Intelligence,WB,"$78,616,689 ","3,242","$29,352,630 ","3,242",29-Jun
29,Training Day,WB,"$76,631,907 ","2,712","$22,550,788 ","2,712",5-Oct
30,Along Came a Spider,Par.,"$74,078,174 ","2,573","$16,712,407 ","2,530",6-Apr
31,Bridget Jones's Diary,Mira.,"$71,543,427 ","2,547","$10,733,933 ","1,611",13-Apr
32,Chocolat,Mira.,"$71,509,363 ","1,928","$157,624 ",8,19-Jan
33,Scary Movie 2,Mira.,"$71,308,997 ","3,220","$20,503,356 ","3,220",4-Jul
34,The Score,Par.,"$71,107,711 ","2,211","$19,018,807 ","2,129",13-Jul
35,Shallow Hal,Fox,"$70,839,203 ","2,799","$22,518,295 ","2,770",9-Nov
36,Swordfish,WB,"$69,772,969 ","2,688","$18,145,632 ","2,678",8-Jun
37,The Mexican,DW,"$66,845,033 ","3,162","$20,108,829 ","2,951",2-Mar
38,Down to Earth,Par.,"$64,186,502 ","2,521","$17,268,883 ","2,521",16-Feb
39,Spy Game,Uni.,"$62,362,560 ","2,770","$21,689,125 ","2,770",21-Nov
40,The Wedding Planner,Sony,"$60,400,856 ","2,785","$13,510,293 ","2,785",26-Jan
41,Behind Enemy Lines,Fox,"$58,856,790 ","2,844","$18,736,133 ","2,770",30-Nov
42,Ali,Sony,"$58,203,105 ","2,521","$14,710,892 ","2,446",25-Dec
43,The Animal,SonR,"$57,743,062 ","2,788","$19,610,520 ","2,788",1-Jun
44,Moulin Rouge!,Fox,"$57,386,607 ","2,283","$167,540 ",2,1-Jun
45,Rat Race,Par.,"$56,618,055 ","2,551","$11,662,094 ","2,550",17-Aug
46,A Knight's Tale,Sony,"$56,569,702 ","2,980","$16,511,391 ","2,980",11-May
47,Don't Say a Word,Fox,"$55,001,642 ","2,842","$17,090,474 ","2,802",28-Sep
48,Blow,NL,"$52,990,775 ","2,249","$12,443,461 ","2,249",6-Apr
49,Finding Forrester,Sony,"$51,804,714 ","2,002","$701,207 ",200,12-Jan
50,Exit Wounds,WB,"$51,758,599 ","2,830","$18,485,586 ","2,830",16-Mar
51,Enemy at the Gates,Par.,"$51,401,758 ","1,724","$13,810,266 ","1,509",16-Mar
52,K-PAX,Uni.,"$50,338,485 ","2,581","$17,215,275 ","2,541",26-Oct
53,Serendipity,Mira.,"$50,294,317 ","2,610","$13,309,241 ","2,601",5-Oct
54,Kate and Leopold,Mira.,"$47,121,859 ","2,467","$9,725,408 ","2,452",25-Dec
55,"O Brother, Where Art Thou?",BV,"$45,512,588 ",847,"$195,104 ",5,2-Feb
56,Domestic Disturbance,Par.,"$45,246,095 ","2,910","$14,033,112 ","2,910",2-Nov
57,Zoolander,Par.,"$45,172,250 ","2,522","$15,525,043 ","2,507",28-Sep
58,The One,SonR,"$43,905,746 ","2,894","$19,112,404 ","2,894",2-Nov
59,Thirteen Ghosts,WB,"$41,867,960 ","2,781","$15,165,355 ","2,781",26-Oct
60,Bandits,MGM,"$41,575,141 ","3,207","$13,050,700 ","3,207",12-Oct
61,Heartbreakers,MGM,"$40,336,607 ","2,751","$11,801,323 ","2,750",23-Mar
62,Hardball,Par.,"$40,222,729 ","2,314","$9,386,342 ","2,137",14-Sep
63,Evolution,DW,"$38,345,494 ","2,613","$13,408,351 ","2,611",8-Jun
64,Not Another Teen Movie,Sony,"$38,252,284 ","2,365","$12,615,116 ","2,365",14-Dec
65,Jeepers Creepers,UA,"$37,904,175 ","2,944","$13,106,108 ","2,944",31-Aug
66,Kiss of the Dragon,Fox,"$36,845,124 ","2,100","$13,304,027 ","2,025",6-Jul
67,Recess: School's Out,BV,"$36,706,141 ","2,630","$10,065,873 ","2,624",16-Feb
68,Thirteen Days,NL,"$34,592,089 ","2,034","$46,668 ",8,12-Jan
69,Black Knight,Fox,"$33,426,971 ","2,571","$11,102,948 ","2,571",21-Nov
70,See Spot Run,WB,"$33,357,476 ","2,656","$9,715,102 ","2,656",2-Mar
