1,How the Grinch Stole Christmas,Uni.,"$260,044,825 ","3,256","$55,082,330 ","3,127",17-Nov
2,Cast Away,Fox,"$233,632,142 ","3,061","$28,883,406 ","2,774",22-Dec
3,Mission: Impossible II,Par.,"$215,409,889 ","3,669","$57,845,297 ","3,653",24-May
4,Gladiator,DW,"$187,705,427 ","3,188","$34,819,017 ","2,938",5-May
5,What Women Want,Par.,"$182,811,707 ","3,092","$33,614,543 ","3,012",15-Dec
6,The Perfect Storm,WB,"$182,618,434 ","3,407","$41,325,042 ","3,407",30-Jun
7,Meet the Parents,Uni.,"$166,244,045 ","2,697","$28,623,300 ","2,614",6-Oct
8,X-Men,Fox,"$157,299,717 ","3,112","$54,471,475 ","3,025",14-Jul
9,Scary Movie,Mira.,"$157,019,771 ","3,301","$42,346,669 ","2,912",7-Jul
10,What Lies Beneath,DW,"$155,464,351 ","2,925","$29,702,959 ","2,813",21-Jul
11,Dinosaur,BV,"$137,748,063 ","3,319","$38,854,851 ","3,257",19-May
12,Erin Brockovich,Uni.,"$125,595,205 ","3,070","$28,138,465 ","2,848",17-Mar
13,Charlie's Angels,Sony,"$125,305,545 ","3,037","$40,128,550 ","3,037",3-Nov
14,The Nutty Professor II: The Klumps,Uni.,"$123,309,890 ","3,251","$42,518,830 ","3,242",28-Jul
15,Big Momma's House,Fox,"$117,559,438 ","2,854","$25,661,041 ","2,802",2-Jun
16,Remember the Titans,BV,"$115,654,751 ","2,803","$20,905,831 ","1,865",29-Sep
17,The Patriot,Sony,"$113,330,342 ","3,061","$22,413,710 ","3,061",28-Jun
18,Chicken Run,DW,"$106,834,564 ","2,953","$17,506,162 ","2,491",23-Jun
19,Miss Congeniality,WB,"$106,807,667 ","2,668","$10,046,534 ","2,668",22-Dec
20,Gone in 60 Seconds,BV,"$101,648,571 ","3,089","$25,336,048 ","3,006",9-Jun
21,Unbreakable,BV,"$95,011,339 ","2,708","$30,330,771 ","2,708",22-Nov
22,"Me, Myself and Irene",Fox,"$90,570,999 ","3,087","$24,209,385 ","3,019",23-Jun
